+--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                 ;
+---------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                             ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:31:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:31:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:31:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:31:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:31:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:30:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:29:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:28:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:27:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:26:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:25:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:24:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:23:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:22:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:21:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:20:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:19:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:18:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:17:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:16:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:VALIDITY                                  ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:BUSY                                      ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:15:INSTRUCTION_TYPE                          ; 5     ; 4              ; 0            ; 4              ; 2      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:IF_WB                                     ; 4     ; 2              ; 0            ; 2              ; 1      ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:MEM_AFFECTED                              ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:R_AFFECTED                                ; 6     ; 4              ; 0            ; 4              ; 3      ; 4               ; 4             ; 4               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; PAR_FIN|F_D_RF|reg_file|reorder|\GEN_REG:14:DATA                                      ; 19    ; 17             ; 0            ; 17             ; 16     ; 17              ; 17            ; 17              ; 0     ; 0              ; 0            ; 0                ; 0                 ;
